name,type,CP,adresse,latitude,longitude,telephone,prix,specialite1,specialite2,specialite3
Le Comptoir à Manger,Restaurant,67000,"10, Petite rue des Dentelles",48.5816783,7.742995899999983,+33 3 88 52 02 91,De 36 à 50 €,Biocool,Cuisine d'auteur,Cuisine du marché
La Telline,Restaurant,13200,Rte de Gageron,43.57795689999999,4.621649599999955,+33 4 90 97 01 75,De 36 à 50 €,Terroir,Poissons et fruits de mer,
Otto,Restaurant,13008,"150, rue Jean-Mermoz",43.2717825,5.386719900000003,+33 4 91 71 16 52 ,De 36 à 50 €,Italien,,
Maison Nosh,Restaurant,13100,"32, cours Mirabeau",43.52657929999999,5.449331000000029,,Moins de 15 €,Café / Coffee Shop,Salon de thé / Pâtisserie,Snack / Tartes / Salades / Soupes / Bols
Le Galoubet,Restaurant,13200,"18, rue du Docteur-Fanton",43.6782457,4.6268473000000085,+33 4 90 93 18 11,De 16 à 35 €,Bistrot,Cuisine du marché,
La Courtille ,Restaurant,30126,"208, chemin des Cravailleux",44.0095956,4.703053299999965,+33 4 66 82 37 19,De 16 à 35 €,Bistrot,Terroir,
Chez Bon,Restaurant,25000,"52, rue des Granges",47.237816,6.026304200000027,+33 3 81 48 85 89,De 16 à 35 €,Salon de thé / Pâtisserie,Snack / Tartes / Salades / Soupes / Bols,
Le Tracteur,Restaurant,30210,Bord Nègre,43.9792366,4.478648199999952,+33 4 66 62 17 33,De 16 à 35 €,Cuisine d'auteur,Néobistrot,
Auberge de Layotte,Restaurant,24620,Auberge de Layotte,44.977601,1.014799000000039,+33 5 53 06 95 91,De 36 à 50 €,Ferme-auberge,Terroir,
Auberge Paysanne de la Mer,Restaurant,17410,Le Vert Clos,46.2046544,-1.3816392999999607,,De 16 à 35 €,Poissons et fruits de mer,,
L’Epicerie de Dienne,Restaurant,15300,"4, route du Puy Mary",45.15840379999999,2.788888400000019,+ 33 4 71 20 59 84,De 16 à 35 €,Bistrot,Bar à vins / Cave à manger,
Le Vin'Quatre ,Restaurant,24100,14 Rue Saint-Clar,44.8494904,0.48415780000004816,+33 5 53 22 37 26,De 16 à 35 €,Cuisine d'auteur,Néobistrot,
Les Viviers de Térénez,Restaurant,29590,Route de Terenez,48.28074849999999,-4.257887100000062,+ 33 2 98 81 90 68 ,De 16 à 35 €,Guinguette,Poissons et fruits de mer,
Le Troquet,Restaurant,34150,Pl. de l’Eglise,43.7150021,3.6169386999999915,+ 33 4 67 84 41 12,De 16 à 35 €,Néobistrot,,
La Petite Ourse,Restaurant,35000,"48, bd de la Liberté",48.1083377,-1.6827275000000554,+33 9 52 84 33 61,De 16 à 35 €,Cuisine du marché,Terroir,
La Terrasse du Mimosa,Restaurant,34150,"23, pl. de l’Horloge",43.6958567,3.5054376000000502,+33 4 67 44 49 80,De 16 à 35 €,Bistrot,Terroir,Bar à vins / Cave à manger
Halles et Manger,Restaurant,34200,Halles de Sète,43.40213300000001,3.694690000000037,,De 16 à 35 €,Cuisine du marché,,
Le Forestier,Restaurant,74120,Massif de Rochebrune,45.856876,6.617750000000001,+33 4 50 96 13 94,De 36 à 50 €,Terroir,,
Les Sheds,Restaurant,68260,"2, rue d’Illzach",47.7913208,7.339699300000007,+33 3 89 51 15 03,De 16 à 35 €,Biocool,Bistrot,Cuisine du marché
Les Têtes d'Ail,Restaurant,31000,"6, rue de la Fonderie",43.5947521,1.443676699999969,+33 5 61 13 40 41,De 16 à 35 €,Cuisine d'auteur,Cuisine du marché,Néobistrot
La Kilbe,Restaurant,68000,"37, route de Neuf-Brisach",48.0800923,7.3659447,+33 3 89 24 00 23,De 16 à 35 €,Cuisine du marché,Terroir,
Palégrié,Restaurant,38250,Hôtel du Golf,45.0266436,5.520280500000013,+33 4 76 95 84 84,Plus de 51 €,Cuisine d'auteur,Néobistrot,
Grain Noir ,Restaurant,35400,"16, rue de la Herse",48.6481443,-2.024771900000019,+33 2 23 17 56 79,Moins de 15 €,Crêperie,,
Nobuki ,Restaurant,37000,"3, rue Buffon",47.3933725,0.6904798000000483,+33 2 47 05 79 79,De 16 à 35 €,Asiatique,Japonais,
Le Bistrot de la Tournelle,Restaurant,39600,Domaine de la Tournelle,46.9018331,5.772875900000031,+33 6 43 54 54 94,Moins de 15 €,Guinguette,Terroir,Bar à vins / Cave à manger
Chez Gaster,Restaurant,37000,"27, rue Colbert",47.3954745,0.6880780000000186,+33 2 47 05 79 63,De 16 à 35 €,Bistrot,Cuisine du marché,
Les Trois Cépages,Restaurant,36260,"17, rue de la Gare",47.0861886,2.046090499999991,+33 2 54 03 23 13,De 36 à 50 €,Néobistrot,,
Dang Vo Capbreton,Restaurant,40130,"17, rue du Hapchot",43.6496286,-1.4079925999999432,,Moins de 15 €,Vietnamien,,
Chez Pif,Restaurant,,Avenue du Tour du Lac,43.68280410000001,-1.4288060000000087,,Moins de 15 €,Guinguette,Poissons et fruits de mer,
Restaurant Bras,Restaurant,12210,Rte de l'Aubrac,44.6807651,2.8919657000000143,+33 5 65 51 18 20,Plus de 51 €,Cuisine d'auteur,,
Le Belvédère,Restaurant,12340,"11, route du Maquis-Jean-Pierre",44.4726678,2.7196131000000605,+33 5 65 44 92 66,De 36 à 50 €,Cuisine d'auteur,,
Lou Bourdié,Restaurant,46230,Le Bourg,44.35050649999999,1.6720247000000654,+ 33 5 65 31 77 46,De 16 à 35 €,Bistrot,Terroir,
Delicatessens,Restaurant,46300,Le Bourg,44.797655,1.3490540000000237,+33 5 65 32 70 56,De 16 à 35 €,Cuisine du marché,Néobistrot,
Auberge Beauville,Restaurant,46320,Le Bourg ,44.638197,1.772438,+33 5 65 40 55 62,De 16 à 35 €,Terroir,Table d'hôte,
De Sel et d’Ardoise,Restaurant,45000,"44, rue du Faubourg-Bannier",47.9096001,1.9008790999999974,+33 2 34 50 23 40,De 16 à 35 €,Cuisine d'auteur,Néobistrot,
Waxed,Restaurant,40150,"48, allée des Pins-Tranquilles",43.6582722,-1.4292030000000295,Pas de téléphone,Moins de 15 €,Café / Coffee Shop,,
Au Grand Sérieux,Restaurant,54000,"27, rue Raugraff",48.6897274,6.182097200000044,+33 3 83 36 68 87,De 16 à 35 €,Bistrot,Cuisine du marché,
Le Moulin de Civadoux ,Restaurant,63490,Route de Saint-Genès-la-Tourette,45.5485479,3.395040999999992,+33 4 73 96 81 94,De 16 à 35 €,Biocool,Cuisine du marché,Terroir
El Xadic del Mar,Restaurant,66650,"11, av. du Puig-del-Mas",42.4812187,3.128275199999962,+33 4 68 88 89 20,De 16 à 35 €,Tapas,Planches / Assiettes froides,Bar à vins / Cave à manger
Arrantzaleak,Restaurant,64500,"18, av. Jean-Poulou",43.3832124,-1.6637382999999772,+33 5 59 47 10 75,De 36 à 50 €,Terroir,Poissons et fruits de mer,
Froggy's Tavern,Restaurant,62170,"51 bis, pl. du Général-de-Gaulle",50.4620149,1.7599612999999863,+33 3 21 86 72 32,De 16 à 35 €,Cuisine du marché,Viandes / Grillades,
Le Chat,Restaurant,58200,"42 bis, rue des Guérins",47.37303430000001,2.9017000000000053,+33 3 86 28 49 03,De 16 à 35 €,Cuisine d'auteur,Cuisine du marché,Néobistrot
Via del Vi,Restaurant,66000,"43, av. du Général-Leclerc",42.7007545,2.8895669999999427,+33 4 68 67 84 96,De 16 à 35 €,Tapas,Terroir,Bar à vins / Cave à manger
SMØRREBRØD,Restaurant,63000,"10, rue des Archers",45.7794792,3.089747999999986,+33 4 73 90 44 02,De 16 à 35 €,Néobistrot,,
Rozo,Restaurant,59800,"79, rue de La Monnaie",50.6414892,3.0617631000000074,+33 9 83 46 55 00,Plus de 51 €,Néobistrot,,
Les Canailles,Restaurant,62520,"73, rue de Paris",50.5239409,1.5831559000000652,+33 3 21 05 03 03,De 36 à 50 €,Bistrot,Bar à vins / Cave à manger,
Vigne en Foule,Restaurant,81600,"80, place de la Libération",43.9001666,1.8982114000000365,+33 5 63 41 79 08,De 16 à 35 €,Biocool,Bistrot,Café / Coffee Shop
Le Coq à l'Âne ,Restaurant,66720,"1, pl. du Marché",42.767272,2.6531199999999444,,De 16 à 35 €,Bistrot,Café / Coffee Shop,Terroir
Le Local,Restaurant,83000,"455, littoral Frédéric-Mistral",43.1083067,5.940186700000027,+33 4 94 20 61 32,De 16 à 35 €,Cuisine du marché,Néobistrot,
Chez Mérie,Restaurant,73640,Le Miroir,45.6021307,6.887606000000005,+33 4 79 06 90 16,De 36 à 50 €,Terroir,,
Au Vélocipède,Restaurant,80230,"1, rue du Puits-Salé",50.1882676,1.6306070000000545,+33 3 22 60 57 42,De 16 à 35 €,Biocool,Salon de thé / Pâtisserie,Table d'hôte
L’Oguste,Restaurant,82170,"12, allée du Canal",43.8656943,1.2747507000000269,+33 5 63 24 01 12,De 16 à 35 €,Bistrot,,
Le Violette,Restaurant,84000,"5, rue Violette",43.9447126,4.804277800000023,+33 4 90 85 36 42,De 36 à 50 €,Néobrasserie,,
Les Amis des Messina Réaumur,Restaurant,75002,"81, rue Réaumur",48.8668013,2.3485395000000153,+33 1 42 61 13 73,De 16 à 35 €,Italien,,
L'Ebauche,Restaurant,69001,"4, rue de la Martinière",45.7681329,4.828495100000055,+33 4 78 58 12 58,De 16 à 35 €,Néobistrot,Bar à vins / Cave à manger,
Ô Vins d'Anges,Restaurant,69004,"2, place Bertone",45.7775218,4.834377200000063,+33 9 51 88 20 99,De 16 à 35 €,Planches / Assiettes froides,Bar à vins / Cave à manger,
Avenida Brasil ,Restaurant,64600,"11, av. du Rayon Vert",43.5009022,-1.5390509000000065,+33 5 59 26 36 89,De 16 à 35 €,Bistrot,Cuisine du marché,Brésilien
Holybelly 19,Restaurant,75010,"19, rue Lucien Sampaix",48.87235769999999,2.3608024000000114,+33 1 82 28 00 80,De 16 à 35 €,Café / Coffee Shop,,
Le Bien Venu,Restaurant,75009,"23, rue Buffault",48.8761962,2.342140400000062,+33 1 48 78 32 18,De 16 à 35 €,Asiatique,Cuisine d'auteur,Tapas
Elements,Restaurant,64210,"1247, av. de Bayonne",43.4507847,-1.5632084000000077,+33 9 86 38 08 51,De 16 à 35 €,Biocool,Cuisine d'auteur,Cuisine du marché
L’Estacade 	,Restaurant,44490,"4, quai du Lenigo",47.297463,-2.5147779999999784,+33 2 40 23 03 77,De 16 à 35 €,Cuisine du marché,,
Le Bel Endroit ,Restaurant,64500,Chemin de Senix,43.42030099999999,-1.621849999999995,,Moins de 15 €,Sandwichs / Bagels,Lèche-doigts,
Les Bancs Publics,Restaurant,75019,"2, rue de Nantes",48.8910069,2.3838596000000507,+33 9 80 76 36 71,De 16 à 35 €,Bistrot,Cuisine du marché,
Le Canclaux,Restaurant,44100,"7, place Canclaux",47.2144641,-1.5748982999999726,+33 9 52 76 27 62,De 16 à 35 €,Bistrot,Cuisine du marché,
Bekseju Village,Restaurant,75013,"53, bd. Saint Marcel",48.83771840000001,2.3556418000000576,+33 1 77 11 24 37,De 36 à 50 €,Asiatique,Coréen,
Café Pimpin ,Restaurant,75018,"64, rue Ramey",48.8917686,2.3449057000000266,+33 1 46 06 97 25,Moins de 15 €,Biocool,Café / Coffee Shop,Salon de thé / Pâtisserie
Melt,Restaurant,75011,"74, rue de la Folie Méricourt",48.8656108,2.3708025999999336,+33 9 81 36 42 76,De 16 à 35 €,Viandes / Grillades,Américain,
Osteria Ferrara,Restaurant,75011,"7, rue du Dahomey",48.8512822,2.383291999999983,+33 1 43 71 67 69,De 36 à 50 €,Cuisine d'auteur,Italien,
Margo,Restaurant,75011,"9, rue Jean-Pierre Timbaud",48.865104,2.3672374999999874,+33 1 43 38 52 19,De 36 à 50 €,Néobistrot,,
Jong-no Samgyetang,Restaurant,75013,"23, boulevard de Port-Royal",48.8369058,2.3481698000000506,+33 9 83 70 66 02,De 16 à 35 €,Coréen,,
Empreinte,Restaurant,56000,"15, Place Valencia",47.6568428,-2.7574101000000155,+33 2 97 46 06 42,De 16 à 35 €,Cuisine d'auteur,Néobistrot,
Trois B,Restaurant,75019,"48, av. Jean-Jaurès",48.88366389999999,2.3744682999999895,+33 1 42 00 22 01,De 16 à 35 €,Cuisine du marché,Néobistrot,
Caillebotte,Restaurant,75009,"8, rue Hippolyte-Lebas",48.8771387,2.3408644999999524,+33 1 53 20 88 70,De 36 à 50 €,Néobistrot,,
Le Pantruche,Restaurant,75009,"3, rue Victor-Massé",48.8804459,2.339839500000039,+33 1 48 78 55 60,De 36 à 50 €,Cuisine du marché,Néobistrot,
Petrossian,Restaurant,75007,"13, bd de la Tour-Maubourg",48.8609799,2.3105437000000393,+33 1 44 11 32 32,Plus de 51 €,Nourritures mondaines,Poissons et fruits de mer,
Mamma Primi,Restaurant,75017,"71, rue des Dames",48.88348209999999,2.3206986000000143,+33 1 47 42 33 31,De 16 à 35 €,Italien,Pizzas,
Les Terrasses de la Côte Rouge,Restaurant,24480,"6, rue de la Côte-Rouge",44.8128229,0.8740732999999636,+33 6 23 81 60 39,De 16 à 35 €,Biocool,Cuisine du marché,Néobistrot
La Goguette,Restaurant,83330,"1, impasse de l'Homme-de-Paille",43.2031025,5.775633500000026,+33 4 94 90 71 96,De 36 à 50 €,Cuisine d'auteur,Cuisine du marché,Néobistrot
Chez Etienne,Restaurant,13002,"43, rue Lorette",43.3000415,5.3699656000000004,+33 4 91 54 76 33,De 16 à 35 €,Italien,Pizzas,
Dubrown,Restaurant,44000,"12, rue Saint-Léonard",47.2170188,-1.555381699999998,+33 9 51 25 90 14,Moins de 15 €,Burgers,Lèche-doigts,
Septime,Restaurant,75011,"80, rue de Charonne",48.8535855,2.3807021999999733,+33 1 43 67 38 29,Plus de 51 €,Cuisine d'auteur,Néobistrot,
Maria,Restaurant,69001,"3, rue des Pierres Plantées",45.7736139,4.832334899999978,,Moins de 15 €,Italien,Pizzas,
Sagí,Restaurant,66000,"3, rue des Fabriques-d’en-Nabot",42.6998033,2.8940360000000283,+33 4 68 09 65 82 ,De 16 à 35 €,Tapas,Terroir,Bar à vins / Cave à manger
Marzo,Restaurant,75007,"5, rue Paul-Louis-Courier",48.8560031,2.3248614000000316,+ 33 1 43 35 08 05,De 36 à 50 €,Italien,Pizzas,
Abri,Restaurant,75010,"92, rue du Faubourg-Poissonnière",48.8778827,2.3492808999999397,+33 1 83 97 00 00,De 16 à 35 €,Cuisine d'auteur,Néobistrot,Lèche-doigts
Le Tagine,Restaurant,75011,"13, rue de Crussol ",48.8643875,2.3678218,+33 1 47 00 28 67,De 36 à 50 €,Marocain,,
Lazare,Restaurant,75008,Parvis de la gare Saint-Lazare,48.87612550000001,2.3255042000000685,+33 1 44 90 80 80,De 36 à 50 €,Néobrasserie,,
Le 21,Restaurant,44210,"21, rue de la Plage-de-la-Birochère",47.1053645,-2.091622099999995,+33 2 51 18 15 95,De 36 à 50 €,Poissons et fruits de mer,,
Il Bacaro,Restaurant,75011,"9, rue Auguste-Laurent",48.8571639,2.3820579000000635,+33 1 43 79 16 66,De 16 à 35 €,Italien,Terroir,
Les Agitateurs,Restaurant,06300,"24, rue Bonaparte",43.7004289,7.284456200000022,+33 9 87 33 02 03,De 16 à 35 €,Cuisine du marché,Tapas,Méditerranéen
L'Auberge du Corsaire - Chez Paul,Restaurant,13008,"35, rue Désiré-Pelaprat",43.2150492,5.345564800000034,+33 4 91 73 19 26,De 16 à 35 €,Pizzas,Poissons et fruits de mer,
Aux Bons Sauvages,Restaurant,69005,16 Quai des Étroits,45.7493744,4.8170248999999785,+33 9 83 46 20 56,De 16 à 35 €,Biocool,Bistrot,
Thuy Long ,Restaurant,75006,"111, rue de Vaugirard",48.8451678,2.3207834,+33 1 45 49 26 01,Moins de 15 €,Vietnamien,,
A.T Restaurant ,Restaurant,75005,"4 bis, rue du Cardinal-Lemoine",48.84974,2.3544939999999315,+33 1 56 81 94 08 ,Plus de 51 €,Cuisine d'auteur,Néobistrot,
"Fulgurances, l'adresse",Restaurant,75011,"10, rue Alexandre-Dumas",48.8529311,2.3898639999999887,+33 1 43 48 14 59,De 16 à 35 €,Néobistrot,,
Pastore,Restaurant,75009,"26, rue Bergère",48.8725686,2.344523900000013,+33 9 80 77 25 73,De 16 à 35 €,Italien,Néobistrot,
Food Court Galeries Lafayette Champs Élysées,Restaurant,75008,"60, av. des Champs-Élysées",48.8704642,2.306304800000021,,De 16 à 35 €,Snack / Tartes / Salades / Soupes / Bols,Lèche-doigts,
Da Graziella,Restaurant,75010,"43, rue des Petites Écuries",48.8738319,2.3496602999999823,+ 33 1 45 65 37 15,De 16 à 35 €,Italien,Pizzas,
Substrat,Restaurant,69004,"7, rue Pailleron",45.779573,4.832933300000036,+33 4 78 29 14 93,De 16 à 35 €,Néobistrot,,
Kodawari Tsukiji,Restaurant,75001,"12, rue de Richelieu",48.8643706,2.3362551999999823,+33 9 84 30 99 26,De 16 à 35 €,Japonais,,
Roco,Restaurant,75017,"1, rue Guillaume-Tell",48.88382319999999,2.292958399999975,+33 1 47 64 49 39,De 16 à 35 €,Italien,Pizzas,
Imouto,Restaurant,69007,"21, rue Pasteur ",45.7541091,4.840829600000006,+33 4 72 76 99 53,De 36 à 50 €,Asiatique,Japonais,Néobistrot
Le Beach,Restaurant,34340,Camping Beauregard Plage Marseillan,43.314584,3.5488530000000083,,De 16 à 35 €,Tapas,Méditerranéen,Bar à vins / Cave à manger
La Fontaine de Belleville,Restaurant,75010,"31-33, rue Juliette-Dodu",48.8757796,2.3684670999999753,+33 9 81 75 54 54,Moins de 15 €,Café / Coffee Shop,,
Co ,Restaurant,75018,"15, rue Esclangon",48.8966773,2.3429258999999547,+33 1 40 25 03 36,De 36 à 50 €,Cuisine d'auteur,Cuisine du marché,Néobistrot
Alaïa,Restaurant,64500,"2, allée Andre Hiriart",43.3900051,-1.6844098999999915,+33 5 59 47 43 79,De 16 à 35 €,Bistrot,Terroir,Poissons et fruits de mer
"L'Auberge sur-les-Bois, cave à manger",Restaurant,74940,"79, route de Thônes",45.9227268,6.1718570000000454,+33 4 50 64 00 08,De 16 à 35 €,Biocool,Cuisine du marché,Bar à vins / Cave à manger
Izumi,Restaurant,75017,"55, boulevard des Batignolles",48.8814131,2.3183217000000695,+33 1 45 22 43 55,De 36 à 50 €,Biocool,Japonais,
L'Embrun,Restaurant,29200,"48, rue de Lyon",48.3899857,-4.4914971000000605,+33 2 98 43 08 52,Plus de 51 €,Cuisine d'auteur,Néobistrot,
Le Galopin,Restaurant,75010,"34, rue Sainte-Marthe",48.874274,2.372755999999981,+33 1 42 06 05 03,Plus de 51 €,Cuisine d'auteur,Néobistrot,
Les Pipelettes,Restaurant,75014,"31, rue Brézin",48.8315262,2.326211300000068,+33 9 81 29 27 32,De 16 à 35 €,Cuisine du marché,Salon de thé / Pâtisserie,Snack / Tartes / Salades / Soupes / Bols
Coutume Café,Restaurant,75007,"47, rue de Babylone",48.8515993,2.3184009999999944,+33 1 45 51 50 47,De 16 à 35 €,Café / Coffee Shop,Snack / Tartes / Salades / Soupes / Bols,
Saul's,Restaurant,75009,"66, rue Rodier",48.8808969,2.3443393000000015,,Moins de 15 €,Lèche-doigts,,
Blitz,Restaurant,75011,"6, rue Rochebrune",48.8608081,2.3789564999999584,+33 9 50 06 71 60,De 16 à 35 €,Israélien,,
Le Grand Bol,Restaurant,75011,"7, rue de la Présentation",48.8709815,2.376805300000001,+ 33 1 77 16 89 91,De 16 à 35 €,Chinois,,
Echo,Restaurant,75002,"95, rue d'Aboukir",48.8683335,2.3484467000000677,+33 1 40 26 53 21,De 16 à 35 €,Café / Coffee Shop,Salon de thé / Pâtisserie,Sandwichs / Bagels
L’Avant-Poste,Restaurant,75010,"7, rue de la Fidélité",48.8743281,2.355979400000024,+33 9 81 41 01 07,De 16 à 35 €,Cuisine du marché,Néobistrot,
NaNa,Restaurant,75011,"10, rue Bréguet ",48.856705,2.3720593000000463,+33 1 43 38 27 19,De 36 à 50 €,Cuisine du marché,Néobistrot,
Candide,Restaurant,75010,"35, rue de Sambre-et-Meuse",48.8745278,2.3736842000000706,+33 1 83 87 99 93,De 16 à 35 €,Cuisine du marché,Viandes / Grillades,
Sanjo,Restaurant,75001,"29, rue d’Argenteuil",48.8663375,2.333163099999979,+33 1 43 43 23 98,De 16 à 35 €,Asiatique,Japonais,
Toraya,Restaurant,75001,"10, rue Saint-Florentin ",48.8676221,2.32456209999998,+33 1 42 60 13 00,De 16 à 35 €,Asiatique,Japonais,Salon de thé / Pâtisserie
Rice & Fish / Yaki ,Restaurant,75002,"16 et 22, rue Greneta",48.8652451,2.3508961999999656,+33 1 42 36 63 72 et +33 1 42 33 80 74,De 16 à 35 €,Japonais,Sushis,
Café de la Nouvelle Mairie,Restaurant,75005,"19, rue des Fossés-Saint-Jacques",48.8454623,2.3448203000000376,+33 1 44 07 04 41,De 16 à 35 €,Bistrot,Café / Coffee Shop,Bar à vins / Cave à manger
Miznon Marais ,Restaurant,75004,"22, rue des Ecouffes",48.8571304,2.3589598999999453,+33 1 42 74 83 58,De 16 à 35 €,Végétarien,Sandwichs / Bagels,Lèche-doigts
Bonvivant,Restaurant,75005,"7, rue des Écoles",48.8475192,2.351970299999948,+33 1 43 26 51 34,De 36 à 50 €,Bistrot,Planches / Assiettes froides,Bar à vins / Cave à manger
Colorova,Restaurant,75006,"47, rue de l'Abbé Grégoire",48.8469937,2.3260919,+33 1 45 44 67 56,De 16 à 35 €,Salon de thé / Pâtisserie,,
Quinsou,Restaurant,75006,"33, rue de l’Abbé-Grégoire",48.84768099999999,2.3256013000000166,+ 33 1 42 22 66 09,Plus de 51 €,Cuisine d'auteur,Néobistrot,
Le Grand Bol Septième,Restaurant,75007,"18, rue de la Chaise",48.8530443,2.3270307999999886,+ 33 1 83 06 12 38,De 16 à 35 €,Chinois,,
Le Voltaire,Restaurant,75007,"27, quai Voltaire",48.859079,2.3302490999999463,+33 1 42 61 17 49,Plus de 51 €,Bistrot,,
Bien Elevé,Restaurant,75009,"47, rue Richer",48.8740408,2.34274860000005,+ 33 1 45 81 44 35,De 16 à 35 €,Cuisine du marché,Néobistrot,Viandes / Grillades
Mulino Mulè,Restaurant,75010,"25, rue Sainte-Marthe",48.874196,2.372335900000053,+33 9 54 75 92 07,De 16 à 35 €,Italien,,
Bob's Juice Bar,Restaurant,75010,"15, rue Lucien-Sampaix",48.8720656,2.3605755999999474,+33 9 50 06 36 18,Moins de 15 €,Biocool,Snack / Tartes / Salades / Soupes / Bols,Sandwichs / Bagels
Le Martel ,Restaurant,75010,"3, rue Martel ",48.8736766,2.352760900000021,+33 1 47 70 67 56,De 16 à 35 €,Maghreb,Bistrot,Cuisine du marché
Au Petit Panisse,Restaurant,75011,"35, rue de Montreuil",48.8505542,2.3866997000000083,+33 1 43 71 37 90,De 16 à 35 €,Bistrot,Café / Coffee Shop,Bar à vins / Cave à manger
Coup d'Œil,Restaurant,75011,"80, rue Sedaine",48.8585222,2.3783968000000186,+ 33 1 43 57 59 68,De 16 à 35 €,Bar à vins / Cave à manger,Lèche-doigts,
L'Arbre Jaune,Restaurant,75011,"96, rue Jean-Pierre-Timbaud",48.8677734,2.377981699999964,+33 1 83 92 50 06,De 16 à 35 €,Bistrot,,
Buffet,Restaurant,75011,"8, rue de la Main-d’Or",48.8517011,2.3782306000000517,+33 1 83 89 63 82,De 16 à 35 €,Bistrot,Bar à vins / Cave à manger,
L'Ecailler du Bistrot ,Restaurant,75011,"22, rue Paul-Bert",48.8524257,2.3850577000000612,+33 1 43 72 76 77,De 36 à 50 €,Bistrot,Poissons et fruits de mer,
Soya,Restaurant,75011,"20, rue de la Pierre-Levée",48.86815199999999,2.370053299999995,+33 1 48 06 33 02,De 16 à 35 €,Biocool,Snack / Tartes / Salades / Soupes / Bols,Végétarien
Sala-Thaï ,Restaurant,75013,"13, rue des Frères Astier de la Vigerie ",48.82373639999999,2.3625749999999925,+33 1 45 84 13 22 ,De 16 à 35 €,Asiatique,Laotien,Thaïlandais
Girafe,Restaurant,75016,"1, place du Trocadéro",48.8627153,2.288473500000009,+33 1 40 62 70 61,Plus de 51 €,Nourritures mondaines,Poissons et fruits de mer,
La Maison des Frigos ,Restaurant,75013,"19, rue des Frigos",48.8314177,2.3789881999999807,+33 1 44 23 76 20,De 16 à 35 €,Asiatique,Japonais,
Le Severo,Restaurant,75014,"8, rue des Plantes",48.8319967,2.324574900000016,+33 1 45 40 40 91,De 36 à 50 €,Bistrot,Viandes / Grillades,Bar à vins / Cave à manger
La Traversée,Restaurant,75018,"2, rue Ramey",48.8872645,2.3475985999999693,+33 9 54 86 79 95,De 16 à 35 €,Néobistrot,Bar à vins / Cave à manger,
Lou Tiap,Restaurant,75020,"81, rue de Bagnolet",48.8584851,2.400802800000065,+33 1 43 70 77 93,De 36 à 50 €,Bistrot,Terroir,
FTG,Restaurant,75002,"9, rue du Nil",48.8675898,2.3475720999999794,+33 1 40 26 23 43 ,De 16 à 35 €,Casse-croûte,Salon de thé / Pâtisserie,Hot-dogs
Baltard au Louvre,Restaurant,75001,"9, rue Coquillière",48.863311,2.3422772000000123,+33 9 83 32 01 29 ,De 36 à 50 €,Néobistrot,Néobrasserie,
Street Bangkok Canteen & Bar,Restaurant,75011,"13, rue de la Roquette",48.8542284,2.3710395000000517,+ 33 9 62 54 90 21,Moins de 15 €,Thaïlandais,,
Coffee Club,Restaurant,75006,"87, rue d'Assas",48.8421196,2.335304899999983,+33 1 43 29 87 87,De 16 à 35 €,Burgers,Café / Coffee Shop,Snack / Tartes / Salades / Soupes / Bols
Ob-La-Di,Restaurant,75003,"54, rue de Saintonge",48.8629889,2.3640720999999303,Pas de téléphone,Moins de 15 €,Café / Coffee Shop,,
L'Arpège,Restaurant,75007,"84, rue de Varenne",48.8557617,2.3170924999999443,+33 1 47 05 09 06,Plus de 51 €,Cuisine d'auteur,,
Restaurant David Toutain,Restaurant,75007,29 Rue Surcouf,48.8602571,2.3097285000000056,+33 1 45 50 11 10,Plus de 51 €,Cuisine d'auteur,Néobistrot,
Le Bar des Prés,Restaurant,75006,"25, rue du Dragon",48.8527632,2.3306526999999733,+33 1 43 25 87 67,Plus de 51 €,Japonais,,
Laiterie Sainte Clotilde,Restaurant,75007,"64, rue de Bellechasse",48.8560971,2.3206337000000303,+33 1 45 51 74 61,De 16 à 35 €,Cuisine du marché,Néobistrot,
Le Café de Mars,Restaurant,75007,"11, rue Augereau",48.8574387,2.3021139,+33 1 45 50 10 90,De 16 à 35 €,Néobistrot,,
La Fontaine de Mars,Restaurant,75007,"129, rue Saint-Dominique",48.8584043,2.302534899999955,+33 1 47 05 46 44 ,Plus de 51 €,Bistrot,Cuisine du marché,
Maï Do,Restaurant,75006,"23, bd du Montparnasse",48.8455094,2.3197139000000107,+33 1 45 48 54 60,De 16 à 35 €,Vietnamien,,
La Cantine Merci,Restaurant,75003,"111, bd Beaumarchais",48.8606901,2.3666584999999714,+33 1 42 77 79 28,De 16 à 35 €,Café / Coffee Shop,Salon de thé / Pâtisserie,Snack / Tartes / Salades / Soupes / Bols
Dersou,Restaurant,75012,"21, rue Saint-Nicolas",48.8514254,2.3746079999999665,+33 9 81 01 12 73,Plus de 51 €,Asiatique,Cuisine d'auteur,
Chez Casimir,Restaurant,75010,"6, rue de Belzunce",48.87940889999999,2.3525935999999774,+33 1 48 78 28 80,De 16 à 35 €,Bistrot,Cuisine du marché,
Ozlem ,Restaurant,75010,"57, rue des Petites-Ecuries",48.8738248,2.348571399999969,+33 1 47 70 37 87,Moins de 15 €,Lèche-doigts,Turc,
Atelier Annam,Restaurant,75012,"25, rue de Cotte",48.8499389,2.377863199999979,+33 1 43 41 70 91,Moins de 15 €,Asiatique,Vietnamien,Lèche-doigts
Le 975,Restaurant,75017,"25, rue Guy-Môquet",48.8920444,2.3224471999999423,+33 9 53 75 67 71,De 36 à 50 €,Cuisine d'auteur,Cuisine du marché,Néobistrot
